raceid,HasGateTrigger (3/3),uuid,Updated At,HUMAN_TRIGGER
2025070907603,58.64,T076D0C0,2025-11-30 17:33:51.831104+00:00,
2025070907606,238.04,T076D0C0,2025-11-30 11:34:38.325543+00:00,
2025070907608,163.44,T076D0C0,2025-11-30 05:21:49.985175+00:00,
2025070907609,214.64,T076D0C0,2025-11-30 19:57:52.448892+00:00,
2025070907612,265.04,T076D0C0,2025-11-30 19:12:17.682742+00:00,
2025071004501,59.84,T045D0C0,2025-11-29 16:48:01.070897+00:00,
2025071004502,22.24,T045D0C0,2025-11-29 16:22:28.822350+00:00,
2025071004503,207.44,T045D0C0,2025-11-29 16:58:42.546117+00:00,
2025071004504,86.04,T045D0C0,2025-11-29 16:48:24.797776+00:00,
2025071004505,44.44,T045D0C0,2025-11-29 16:41:33.342845+00:00,
2025071004506,88.24,T045D0C0,2025-11-29 15:26:36.406403+00:00,
2025071004507,161.24,T045D0C0,2025-11-29 16:15:04.025893+00:00,
2025071004508,36.64,T045D0C0,2025-11-29 14:24:10.205321+00:00,
2025071004509,32.64,T045D0C0,2025-11-29 14:38:18.602860+00:00,
2025071004510,56.44,T045D0C0,2025-11-29 15:18:08.977864+00:00,
2025071004511,96.64,T045D0C0,2025-11-29 16:05:51.484510+00:00,
2025071004512,10.44,T045D0C0,2025-11-29 15:19:29.521287+00:00,
2025071005402,213.64,T054D0C0,2025-11-30 09:02:20.266859+00:00,
2025071005403,90.24,T054D0C0,2025-11-30 06:54:05.064457+00:00,
2025071005404,207.04,T054D0C0,2025-11-30 06:20:51.868666+00:00,
2025071005405,33.44,T054D0C0,2025-11-30 07:15:24.645773+00:00,
2025071005407,205.04,T054D0C0,2025-11-30 11:29:58.437575+00:00,
2025071005408,199.04,T054D0C0,2025-11-30 08:29:21.476155+00:00,
2025071005409,229.04,T054D0C0,2025-11-30 13:00:03.759846+00:00,
2025071100102,14.64,T001D0C0,2025-11-30 09:28:09.586661+00:00,
2025071100103,22.44,T001D0C0,2025-11-30 20:26:02.009823+00:00,
2025071100104,12.04,T001D0C0,2025-11-30 13:02:15.725649+00:00,
2025071100105,40.04,T001D0C0,2025-11-30 10:18:41.510892+00:00,
2025071100106,40.04,T001D0C0,2025-11-30 19:41:48.949188+00:00,
2025071100107,34.44,T001D0C0,2025-11-30 09:42:29.319996+00:00,
2025071100108,37.04,T001D0C0,2025-11-30 09:17:26.531060+00:00,
2025071100109,2.24,T001D0C0,2025-11-30 16:11:42.226448+00:00,
2025071100110,33.44,T001D0C0,2025-11-30 17:34:29.564057+00:00,
2025071100111,2.04,T001D0C0,2025-11-30 14:33:24.705857+00:00,
2025071100112,37.24,T001D0C0,2025-11-30 06:21:12.773442+00:00,
2025071100302,31.04,T003D0C0,2025-11-30 23:14:10.330996+00:00,
2025071100304,46.04,T003D0C0,2025-11-30 20:00:16.412959+00:00,
2025071100305,49.04,T003D0C0,2025-11-30 19:11:49.675874+00:00,
2025071100309,25.64,T003D0C0,2025-11-30 05:18:44.848947+00:00,
2025071100310,42.84,T003D0C0,2025-11-30 21:33:48.005375+00:00,
2025071100311,22.44,T003D0C0,2025-11-30 15:08:28.250347+00:00,
2025071100312,182.84,T003D0C0,2025-11-30 14:27:28.427409+00:00,
2025071102001,1.44,T020D0C0,2025-11-30 13:09:26.431353+00:00,
2025071102003,20.64,T020D0C0,2025-11-30 11:33:38.370606+00:00,
2025071102008,6.44,T020D0C0,2025-11-30 13:37:41.289508+00:00,
2025071102010,213.04,T020D0C0,2025-11-30 07:16:16.053794+00:00,
2025071102011,17.44,T020D0C0,2025-11-30 12:37:11.418510+00:00,
2025071105504,24.44,T055D0C0,2025-11-30 15:22:08.340529+00:00,
2025071200308,19.44,T003D0C0,2025-11-30 20:29:35.717385+00:00,
2025071200309,6.24,T003D0C0,2025-11-30 16:01:36.098768+00:00,
2025071200311,84.44,T003D0C0,2025-11-30 10:21:48.304109+00:00,
2025071201902,31.24,T019D0C0,2025-11-30 23:55:48.940666+00:00,
2025071201905,158.24,T019D0C0,2025-11-30 12:53:32.014707+00:00,
2025071201907,21.84,T019D0C0,2025-11-30 10:56:13.115683+00:00,
2025071201908,39.84,T019D0C0,2025-11-30 09:26:31.248264+00:00,
2025071202001,17.84,T020D0C0,2025-11-30 09:53:18.121415+00:00,
2025071202002,61.24,T020D0C0,2025-11-30 17:39:20.097271+00:00,
2025071202003,191.84,T020D0C0,2025-11-30 15:21:44.298347+00:00,
2025071205505,132.84,T055D0C0,2025-11-30 07:17:06.097470+00:00,
2025071205512,145.44,T055D0C0,2025-11-30 11:19:05.988216+00:00,
2025071302008,12.64,T020D0C0,2025-11-30 16:00:00.285592+00:00,
2025071302009,31.04,T020D0C0,2025-11-30 10:52:51.115109+00:00,
2025071302010,28.04,T020D0C0,2025-11-30 18:43:07.249400+00:00,
2025071302012,223.04,T020D0C0,2025-11-30 19:27:35.260503+00:00,
2025071302904,183.64,T029D0C0,2025-11-30 15:50:38.090345+00:00,
2025071302905,56.64,T029D0C0,2025-11-30 09:32:26.555288+00:00,
2025071302907,55.24,T029D0C0,2025-11-30 07:51:51.800327+00:00,
2025071310105,61.04,T101D0C0,2025-11-30 22:41:26.850748+00:00,
2025071400303,4.04,T003D0C0,2025-11-30 06:40:12.385370+00:00,
2025071400309,175.44,T003D0C0,2025-11-30 20:44:32.328523+00:00,
2025071400310,20.04,T003D0C0,2025-11-30 19:06:07.585822+00:00,
2025071400311,15.64,T003D0C0,2025-11-30 23:15:18.211004+00:00,
2025071400312,204.04,T003D0C0,2025-11-30 12:16:21.678462+00:00,
2025071402908,21.04,T029D0C0,2025-11-30 07:53:10.252738+00:00,
2025071402909,211.44,T029D0C0,2025-11-30 15:39:59.680059+00:00,
2025071404501,223.84,T045D0C0,2025-11-29 16:25:18.868153+00:00,
2025071404502,223.04,T045D0C0,2025-11-29 16:28:08.104016+00:00,
2025071404503,192.64,T045D0C0,2025-11-29 16:01:21.349429+00:00,
2025071404504,98.84,T045D0C0,2025-11-29 14:55:08.958498+00:00,
2025071404505,178.24,T045D0C0,2025-11-29 16:17:20.671615+00:00,
2025071404506,217.24,T045D0C0,2025-11-29 15:44:27.034854+00:00,
2025071404507,180.04,T045D0C0,2025-11-29 16:18:39.441252+00:00,
2025071404508,188.04,T045D0C0,2025-11-29 16:49:44.649158+00:00,
2025071404509,208.24,T045D0C0,2025-11-29 15:29:20.203875+00:00,
2025071404510,38.84,T045D0C0,2025-11-29 15:34:51.242743+00:00,
2025071500101,55.64,T001D0C0,2025-11-30 07:33:13.014473+00:00,
2025071500102,22.44,T001D0C0,2025-12-01 00:17:12.681286+00:00,
2025071500103,64.64,T001D0C0,2025-11-30 13:05:47.094950+00:00,
2025071500104,69.64,T001D0C0,2025-11-30 16:11:32.590353+00:00,
2025071500109,149.84,T001D0C0,2025-11-30 09:26:22.611000+00:00,
2025071500111,46.04,T001D0C0,2025-11-30 08:19:30.401132+00:00,
2025071500602,240.84,T006D0C0,2025-11-30 21:51:04.772227+00:00,
2025071500604,185.24,T006D0C0,2025-11-30 10:05:44.590422+00:00,
2025071500608,209.04,T006D0C0,2025-11-30 09:49:57.148293+00:00,
2025071500610,206.24,T006D0C0,2025-11-30 20:41:16.357844+00:00,
2025071500712,161.84,T007D0C0,2025-11-30 08:15:53.049427+00:00,
2025071600702,29.24,T007D0C0,2025-11-30 09:31:33.697204+00:00,
2025071600706,54.44,T007D0C0,2025-11-30 05:18:27.287586+00:00,
2025071600707,2.44,T007D0C0,2025-11-30 17:53:41.481281+00:00,
2025071600710,191.04,T007D0C0,2025-11-30 09:26:22.634885+00:00,
2025071704501,231.24,T045D0C0,2025-11-29 16:29:59.713283+00:00,
2025071704502,2.24,T045D0C0,2025-11-29 16:30:21.109157+00:00,
2025071704503,209.64,T045D0C0,2025-11-29 15:38:06.478415+00:00,
2025071704504,6.84,T045D0C0,2025-11-29 16:16:53.744563+00:00,
2025071704505,216.24,T045D0C0,2025-11-29 16:59:28.046129+00:00,
2025071704507,214.04,T045D0C0,2025-11-29 15:57:26.012042+00:00,
2025071704508,220.04,T045D0C0,2025-11-29 15:25:14.717110+00:00,
2025071704509,222.84,T045D0C0,2025-11-29 15:48:53.428642+00:00,
2025071704511,34.04,T045D0C0,2025-11-29 15:08:35.143198+00:00,
2025071704512,61.84,T045D0C0,2025-11-29 14:43:08.688553+00:00,
2025071705402,119.24,T054D0C0,2025-11-30 12:51:18.413152+00:00,
2025071705406,102.04,T054D0C0,2025-11-30 08:37:49.499152+00:00,
2025071705407,148.04,T054D0C0,2025-11-30 09:35:48.289059+00:00,
2025071705408,169.04,T054D0C0,2025-11-30 05:24:12.537142+00:00,
2025071705411,203.64,T054D0C0,2025-11-30 08:17:51.364130+00:00,
2025071705412,130.04,T054D0C0,2025-11-30 09:26:14.805809+00:00,
2025071800101,206.64,T001D0C0,2025-11-30 10:58:27.323836+00:00,
2025071800102,40.24,T001D0C0,2025-11-30 11:45:02.033772+00:00,
2025071800103,46.04,T001D0C0,2025-11-30 07:39:18.890150+00:00,
2025071800104,25.24,T001D0C0,2025-11-30 21:15:41.799971+00:00,
2025071800105,31.64,T001D0C0,2025-11-30 14:44:50.672659+00:00,
2025071800106,17.64,T001D0C0,2025-11-30 15:03:37.797777+00:00,
2025071800107,22.24,T001D0C0,2025-11-30 19:05:10.528941+00:00,
2025071800108,40.04,T001D0C0,2025-11-30 10:18:21.814083+00:00,
2025071800109,36.84,T001D0C0,2025-11-30 05:52:10.896164+00:00,
2025071800110,2.64,T001D0C0,2025-11-30 21:53:41.733720+00:00,
2025071800111,30.44,T001D0C0,2025-11-30 13:22:49.637474+00:00,
2025071800112,17.04,T001D0C0,2025-11-30 19:30:21.162644+00:00,
2025071800301,40.04,T003D0C0,2025-11-30 22:20:37.882474+00:00,
2025071800302,3.24,T003D0C0,2025-11-30 14:01:17.265061+00:00,
2025071800303,36.84,T003D0C0,2025-11-30 21:43:45.136184+00:00,
2025071800304,40.04,T003D0C0,2025-11-30 14:19:49.420113+00:00,
2025071800307,26.64,T003D0C0,2025-11-30 09:38:26.365259+00:00,
2025071800308,36.04,T003D0C0,2025-11-30 12:02:35.205662+00:00,
2025071800311,195.04,T003D0C0,2025-11-30 20:40:15.431232+00:00,
2025071800312,34.44,T003D0C0,2025-11-30 16:58:41.696106+00:00,
2025071802003,25.04,T020D0C0,2025-11-30 23:29:11.247033+00:00,
2025071802005,22.04,T020D0C0,2025-11-30 14:48:50.021177+00:00,
2025071802006,7.84,T020D0C0,2025-11-30 10:58:55.645427+00:00,
2025071802007,9.04,T020D0C0,2025-11-30 16:14:03.686752+00:00,
2025071802012,167.84,T020D0C0,2025-11-30 11:36:46.531656+00:00,
2025072200101,34.04,T001D0C0,2025-11-30 18:52:38.717211+00:00,
2025072200103,37.04,T001D0C0,2025-11-30 15:44:25.044585+00:00,
2025072200104,180.64,T001D0C0,2025-11-30 23:29:28.628255+00:00,
2025072200105,199.84,T001D0C0,2025-11-30 13:46:17.778224+00:00,
2025072200106,220.04,T001D0C0,2025-11-30 20:15:29.268604+00:00,
2025072200108,207.44,T001D0C0,2025-11-30 10:02:03.912405+00:00,
2025072200110,212.84,T001D0C0,2025-11-30 23:16:34.916512+00:00,
2025072200111,214.64,T001D0C0,2025-11-30 11:04:19.744345+00:00,
2025072200112,37.04,T001D0C0,2025-11-30 12:06:28.944185+00:00,
2025072300701,140.44,T007D0C0,2025-11-30 20:05:45.194195+00:00,
2025072300702,23.24,T007D0C0,2025-11-30 10:24:42.503459+00:00,
2025072300704,44.24,T007D0C0,2025-11-30 13:51:26.074460+00:00,
2025072300706,28.04,T007D0C0,2025-11-30 05:40:15.961880+00:00,
2025072300708,19.84,T007D0C0,2025-11-30 05:42:38.855545+00:00,
2025072300709,58.84,T007D0C0,2025-11-30 18:03:42.318644+00:00,
2025072300710,19.04,T007D0C0,2025-11-30 20:36:20.509303+00:00,
2025072302003,22.04,T020D0C0,2025-11-30 14:17:21.696647+00:00,
2025072302004,11.04,T020D0C0,2025-11-30 07:56:08.829717+00:00,
2025072302005,19.04,T020D0C0,2025-11-30 12:23:36.285047+00:00,
2025072302006,36.44,T020D0C0,2025-11-30 09:39:41.298592+00:00,
2025072302007,171.24,T020D0C0,2025-11-30 21:58:22.757280+00:00,
2025072302008,25.04,T020D0C0,2025-11-30 05:24:56.320813+00:00,
2025072302009,25.84,T020D0C0,2025-11-30 18:02:34.401071+00:00,
2025072302012,22.04,T020D0C0,2025-11-30 14:16:14.540242+00:00,
2025072307604,213.04,T076D0C0,2025-11-30 18:32:32.435613+00:00,
2025072307607,205.04,T076D0C0,2025-11-30 11:05:57.599599+00:00,
2025072307608,34.04,T076D0C0,2025-11-30 05:45:39.215310+00:00,
2025072307609,43.04,T076D0C0,2025-11-30 22:47:34.889854+00:00,
2025072400711,51.64,T007D0C0,2025-11-30 09:52:35.724285+00:00,
2025072404504,211.04,T045D0C0,2025-11-29 14:35:24.180292+00:00,
2025072404505,26.84,T045D0C0,2025-11-29 15:01:22.243621+00:00,
2025072404506,226.04,T045D0C0,2025-11-29 14:30:38.700656+00:00,
2025072404508,217.04,T045D0C0,2025-11-29 15:02:17.334848+00:00,
2025072404509,214.04,T045D0C0,2025-11-29 14:43:12.725517+00:00,
2025072404510,195.04,T045D0C0,2025-11-29 15:45:30.887247+00:00,
2025072404511,142.04,T045D0C0,2025-11-29 15:59:02.668676+00:00,
2025072404512,205.64,T045D0C0,2025-11-29 14:29:44.456214+00:00,
2025072405402,184.04,T054D0C0,2025-11-30 11:07:11.839843+00:00,
2025072405403,175.04,T054D0C0,2025-11-30 09:41:33.493756+00:00,
2025072405404,214.04,T054D0C0,2025-11-30 11:20:26.601397+00:00,
2025072405407,6.84,T054D0C0,2025-11-30 06:00:42.557233+00:00,
2025072405408,187.24,T054D0C0,2025-11-30 09:07:04.244941+00:00,
2025072405409,176.44,T054D0C0,2025-11-30 11:58:40.269561+00:00,
2025072405410,168.44,T054D0C0,2025-11-30 10:39:16.713062+00:00,
2025072405411,201.84,T054D0C0,2025-11-30 12:30:42.729799+00:00,
2025072500101,33.44,T001D0C0,2025-11-30 15:34:19.286286+00:00,
2025072500102,35.04,T001D0C0,2025-11-30 15:33:26.823102+00:00,
2025072500103,36.24,T001D0C0,2025-11-30 21:13:07.067357+00:00,
2025072500104,43.04,T001D0C0,2025-11-30 18:38:44.795612+00:00,
2025072500105,40.04,T001D0C0,2025-11-30 06:46:37.065099+00:00,
2025072500106,25.04,T001D0C0,2025-11-30 05:43:50.172176+00:00,
2025072500107,21.64,T001D0C0,2025-11-30 06:24:31.567399+00:00,
2025072500108,55.04,T001D0C0,2025-11-30 16:47:54.434449+00:00,
2025072500109,26.84,T001D0C0,2025-11-30 10:50:18.635095+00:00,
2025072500111,34.04,T001D0C0,2025-11-30 15:24:03.843740+00:00,
2025072500112,219.64,T001D0C0,2025-11-30 15:08:06.787746+00:00,
2025072500301,29.04,T003D0C0,2025-11-30 08:43:48.810737+00:00,
2025072500302,34.24,T003D0C0,2025-11-30 20:35:12.906717+00:00,
2025072500304,24.24,T003D0C0,2025-11-30 10:02:47.619291+00:00,
2025072500306,49.44,T003D0C0,2025-11-30 07:24:59.778736+00:00,
2025072500310,28.04,T003D0C0,2025-11-30 21:22:51.978259+00:00,
2025072500311,28.04,T003D0C0,2025-11-30 16:38:27.789657+00:00,
2025072500312,196.24,T003D0C0,2025-11-30 10:27:08.225604+00:00,
2025072502001,35.24,T020D0C0,2025-11-30 13:31:04.527325+00:00,
2025072502003,55.04,T020D0C0,2025-11-30 19:09:25.304238+00:00,
2025072502004,36.84,T020D0C0,2025-11-30 22:31:23.567372+00:00,
2025072502005,34.04,T020D0C0,2025-11-30 10:54:40.038226+00:00,
2025072502006,43.04,T020D0C0,2025-11-30 17:37:57.450015+00:00,
2025072502007,15.44,T020D0C0,2025-11-30 22:21:37.154638+00:00,
2025072502010,19.04,T020D0C0,2025-11-30 15:50:05.520984+00:00,
2025072502011,198.64,T020D0C0,2025-11-30 12:19:58.044784+00:00,
2025072502012,106.24,T020D0C0,2025-11-30 13:38:35.370199+00:00,
2025072505503,18.24,T055D0C0,2025-11-30 18:44:06.358250+00:00,
2025072505504,214.64,T055D0C0,2025-11-30 05:44:48.020895+00:00,
2025072601904,39.04,T019D0C0,2025-11-30 07:29:13.792257+00:00,
2025072601905,78.84,T019D0C0,2025-11-30 08:39:47.791512+00:00,
2025072601906,10.84,T019D0C0,2025-11-30 17:39:34.709895+00:00,
2025072601907,37.24,T019D0C0,2025-11-30 13:28:05.551097+00:00,
2025072601909,28.04,T019D0C0,2025-11-30 14:39:37.196149+00:00,
2025072601912,34.44,T019D0C0,2025-11-30 19:57:29.867636+00:00,
2025072602002,237.24,T020D0C0,2025-11-30 11:40:28.681451+00:00,
2025072605507,16.24,T055D0C0,2025-11-30 19:10:21.180636+00:00,
2025072605508,201.04,T055D0C0,2025-11-30 15:45:54.940871+00:00,
2025072610102,103.24,T101D0C0,2025-11-30 20:00:25.365114+00:00,
2025072610104,107.84,T101D0C0,2025-11-30 20:06:00.296288+00:00,
2025072702007,226.04,T020D0C0,2025-11-30 17:58:34.343670+00:00,
2025072702008,22.64,T020D0C0,2025-11-30 23:03:38.469955+00:00,
2025072702009,240.64,T020D0C0,2025-11-30 12:19:48.856026+00:00,
2025072702010,47.44,T020D0C0,2025-11-30 12:02:19.218630+00:00,
2025072702011,212.24,T020D0C0,2025-11-30 09:55:47.440040+00:00,
2025072702901,109.44,T029D0C0,2025-11-30 11:18:37.084375+00:00,
2025072702902,1170.84,T029D0C0,2025-11-30 14:58:46.983959+00:00,
2025072702903,341.44,T029D0C0,2025-11-30 10:19:04.050069+00:00,
2025072702907,235.24,T029D0C0,2025-11-30 18:21:27.795616+00:00,
2025072705508,27.04,T055D0C0,2025-11-30 05:31:24.413600+00:00,
2025072705509,53.44,T055D0C0,2025-11-30 22:48:47.680410+00:00,
2025072710105,175.24,T101D0C0,2025-11-30 21:25:32.288092+00:00,
2025072710109,109.24,T101D0C0,2025-11-30 05:35:45.337776+00:00,
2025072800301,209.84,T003D0C0,2025-11-30 08:51:06.906994+00:00,
2025072800302,19.64,T003D0C0,2025-11-30 21:46:32.724421+00:00,
2025072800305,4.84,T003D0C0,2025-11-30 14:07:32.986357+00:00,
2025072800309,34.04,T003D0C0,2025-11-30 15:46:00.103142+00:00,
2025072800310,23.64,T003D0C0,2025-11-30 12:29:33.709709+00:00,
2025072802908,269.64,T029D0C0,2025-11-30 07:38:40.201676+00:00,
2025072802910,241.04,T029D0C0,2025-11-30 12:56:07.675883+00:00,
2025072804501,217.84,T045D0C0,2025-11-29 16:41:30.105742+00:00,
2025072804502,55.44,T045D0C0,2025-11-29 16:28:26.996092+00:00,
2025072804503,35.84,T045D0C0,2025-11-29 16:08:58.350972+00:00,
2025072804504,54.44,T045D0C0,2025-11-29 16:31:34.355741+00:00,
2025072804505,34.24,T045D0C0,2025-11-29 15:32:09.289447+00:00,
2025072804506,25.84,T045D0C0,2025-11-29 16:22:50.973867+00:00,
2025072804507,49.84,T045D0C0,2025-11-29 15:10:45.329174+00:00,
2025072804508,48.24,T045D0C0,2025-11-29 16:43:26.156544+00:00,
2025072804509,49.04,T045D0C0,2025-11-29 16:03:24.999880+00:00,
2025072804510,34.24,T045D0C0,2025-11-29 16:34:27.684142+00:00,
2025072804511,34.04,T045D0C0,2025-11-29 16:06:51.212927+00:00,
2025072804512,69.44,T045D0C0,2025-11-29 14:46:29.677973+00:00,
2025072900110,27.64,T001D0C0,2025-11-30 08:56:06.821299+00:00,
2025072900111,40.24,T001D0C0,2025-11-30 10:25:36.004324+00:00,
2025072900112,17.84,T001D0C0,2025-11-30 21:33:47.671641+00:00,
2025072900311,16.64,T003D0C0,2025-11-30 14:29:55.433132+00:00,
2025072900312,185.84,T003D0C0,2025-11-30 16:44:59.031180+00:00,
2025072900603,221.44,T006D0C0,2025-11-30 21:02:23.051355+00:00,
2025072900604,184.84,T006D0C0,2025-11-30 21:28:19.392246+00:00,
2025072900610,187.64,T006D0C0,2025-11-30 23:16:16.248877+00:00,
2025072900612,23.24,T006D0C0,2025-11-30 05:06:01.842451+00:00,
2025073000701,3.04,T007D0C0,2025-11-30 23:16:05.171500+00:00,
2025073000702,41.84,T007D0C0,2025-11-30 20:08:48.194755+00:00,
2025073000703,37.24,T007D0C0,2025-11-30 16:33:04.834096+00:00,
2025073000704,52.04,T007D0C0,2025-11-30 12:22:35.105427+00:00,
2025073000705,31.84,T007D0C0,2025-11-30 16:54:01.558731+00:00,
2025073000707,27.04,T007D0C0,2025-11-30 23:21:17.794250+00:00,
2025073001903,100.04,T019D0C0,2025-11-30 07:40:07.319665+00:00,
2025073001904,201.44,T019D0C0,2025-11-30 15:36:40.203634+00:00,
2025073001907,38.04,T019D0C0,2025-11-30 14:55:02.140473+00:00,
2025073001908,25.44,T019D0C0,2025-11-30 16:48:48.316685+00:00,
2025073001910,25.84,T019D0C0,2025-11-30 12:43:42.580585+00:00,
2025073001912,10.44,T019D0C0,2025-11-30 18:47:08.824687+00:00,
2025073002001,34.04,T020D0C0,2025-11-30 21:27:15.759805+00:00,
2025073002002,23.44,T020D0C0,2025-11-30 19:27:30.063718+00:00,
2025073002003,17.24,T020D0C0,2025-11-30 13:51:55.558370+00:00,
2025073002004,37.04,T020D0C0,2025-11-30 23:56:43.062935+00:00,
2025073002005,31.04,T020D0C0,2025-11-30 23:12:17.405956+00:00,
2025073002006,25.04,T020D0C0,2025-11-30 19:59:21.593245+00:00,
2025073002008,32.04,T020D0C0,2025-11-30 11:35:30.165604+00:00,
2025073002009,245.04,T020D0C0,2025-11-30 05:09:55.832503+00:00,
2025073002010,204.84,T020D0C0,2025-11-30 20:23:48.728013+00:00,
2025073002011,212.64,T020D0C0,2025-11-30 21:19:05.762156+00:00,
2025073007608,189.64,T076D0C0,2025-11-30 10:41:30.097143+00:00,
2025073007609,200.04,T076D0C0,2025-11-30 15:05:09.969765+00:00,
2025073007612,206.04,T076D0C0,2025-11-30 15:19:37.916842+00:00,
2025073100710,42.84,T007D0C0,2025-11-30 19:04:33.494981+00:00,
2025073100711,226.64,T007D0C0,2025-11-30 05:01:31.236345+00:00,
2025073100712,186.04,T007D0C0,2025-11-30 18:27:29.339166+00:00,
2025073104502,189.84,T045D0C0,2025-11-29 14:36:27.477198+00:00,
2025073104503,179.04,T045D0C0,2025-11-29 15:37:40.027396+00:00,
2025073104504,23.64,T045D0C0,2025-11-29 14:37:05.492011+00:00,
2025073104506,1.24,T045D0C0,2025-11-29 14:30:08.790981+00:00,
2025073104507,226.04,T045D0C0,2025-11-29 15:36:56.946922+00:00,
2025073104508,214.04,T045D0C0,2025-11-29 15:14:30.553720+00:00,
2025073104509,217.04,T045D0C0,2025-11-29 15:14:22.077302+00:00,
2025073104510,211.04,T045D0C0,2025-11-29 16:20:26.513868+00:00,
2025073104511,219.84,T045D0C0,2025-11-29 16:57:40.244985+00:00,
2025073104512,31.04,T045D0C0,2025-11-29 15:22:11.294150+00:00,
2025073105402,118.44,T054D0C0,2025-11-30 11:41:27.239606+00:00,
2025073105403,155.44,T054D0C0,2025-11-30 06:19:23.087430+00:00,
2025073105405,24.84,T054D0C0,2025-11-30 06:59:23.470701+00:00,
2025073105406,43.04,T054D0C0,2025-11-30 06:22:09.668407+00:00,
2025073105407,226.04,T054D0C0,2025-11-30 05:45:03.389790+00:00,
2025073105409,226.04,T054D0C0,2025-11-30 07:29:40.040975+00:00,
2025073105410,25.64,T054D0C0,2025-11-30 05:43:33.405496+00:00,
2025073105412,21.84,T054D0C0,2025-11-30 07:36:21.056858+00:00,
2025080100101,49.04,T001D0C0,2025-11-30 15:14:44.300196+00:00,
2025080100102,42.44,T001D0C0,2025-11-30 15:45:27.177115+00:00,
2025080100103,23.04,T001D0C0,2025-11-30 11:17:51.511206+00:00,
2025080100104,7.84,T001D0C0,2025-11-30 18:15:30.409486+00:00,
2025080100105,45.04,T001D0C0,2025-11-30 13:12:53.091863+00:00,
2025080100106,49.04,T001D0C0,2025-11-30 10:58:30.059956+00:00,
2025080100107,49.04,T001D0C0,2025-11-30 23:53:05.555885+00:00,
2025080100108,43.04,T001D0C0,2025-11-30 11:00:32.576267+00:00,
2025080100109,7.04,T001D0C0,2025-11-30 06:05:34.328933+00:00,
2025080100110,25.44,T001D0C0,2025-11-30 20:43:01.722684+00:00,
2025080100111,39.84,T001D0C0,2025-11-30 11:34:11.816227+00:00,
2025080100112,43.04,T001D0C0,2025-11-30 12:37:59.750141+00:00,
2025080100301,331.04,T003D0C0,2025-11-30 22:13:20.186961+00:00,
2025080100302,35.64,T003D0C0,2025-11-30 18:27:41.376370+00:00,
2025080100303,32.84,T003D0C0,2025-11-30 16:47:20.974597+00:00,
2025080100304,31.04,T003D0C0,2025-11-30 09:43:40.125788+00:00,
2025080100305,31.04,T003D0C0,2025-11-30 20:55:54.681991+00:00,
2025080100306,23.64,T003D0C0,2025-11-30 13:07:37.211897+00:00,
2025080100307,37.04,T003D0C0,2025-11-30 22:04:30.229346+00:00,
2025080100309,858.44,T003D0C0,2025-11-30 08:10:14.518260+00:00,
2025080100310,34.04,T003D0C0,2025-11-30 09:54:53.728951+00:00,
2025080102001,25.84,T020D0C0,2025-11-30 20:27:24.477218+00:00,
2025080102002,33.44,T020D0C0,2025-11-30 11:52:13.259987+00:00,
2025080102003,36.04,T020D0C0,2025-11-30 13:53:57.485748+00:00,
2025080102006,22.84,T020D0C0,2025-11-30 12:13:09.606679+00:00,
2025080102007,26.44,T020D0C0,2025-11-30 15:34:45.971755+00:00,
2025080102008,21.44,T020D0C0,2025-11-30 07:42:30.370035+00:00,
2025080102009,8.64,T020D0C0,2025-11-30 13:15:00.663698+00:00,
2025080102011,208.64,T020D0C0,2025-11-30 05:30:15.127886+00:00,
2025080102012,225.04,T020D0C0,2025-11-30 18:54:48.978978+00:00,
2025080105502,22.44,T055D0C0,2025-11-30 05:47:13.473896+00:00,
2025080105503,13.64,T055D0C0,2025-11-30 16:02:52.995715+00:00,
2025080201904,236.04,T019D0C0,2025-11-30 14:32:13.095913+00:00,
2025080201906,25.64,T019D0C0,2025-11-30 17:38:09.846521+00:00,
2025080201908,34.04,T019D0C0,2025-11-30 16:03:38.705391+00:00,
2025080201912,28.04,T019D0C0,2025-11-30 14:30:35.544883+00:00,
2025080202003,30.84,T020D0C0,2025-11-30 04:54:40.361645+00:00,
2025080205508,164.24,T055D0C0,2025-11-30 19:29:23.664380+00:00,
2025080205511,151.04,T055D0C0,2025-11-30 20:13:37.983680+00:00,
2025080210101,31.84,T101D0C0,2025-11-30 23:44:06.476628+00:00,
2025080210103,73.04,T101D0C0,2025-11-30 20:54:09.889273+00:00,
2025080210104,156.84,T101D0C0,2025-11-30 23:05:43.395495+00:00,
2025080302004,48.84,T020D0C0,2025-11-30 23:44:13.256579+00:00,
2025080302005,94.04,T020D0C0,2025-11-30 19:01:50.121412+00:00,
2025080302006,13.04,T020D0C0,2025-11-30 12:56:28.588579+00:00,
2025080302007,205.04,T020D0C0,2025-11-30 21:01:18.568062+00:00,
2025080302008,40.24,T020D0C0,2025-11-30 20:59:41.732063+00:00,
2025080302009,22.04,T020D0C0,2025-11-30 16:42:24.766833+00:00,
2025080302011,13.04,T020D0C0,2025-11-30 16:09:20.413427+00:00,
2025080302012,18.44,T020D0C0,2025-11-30 06:44:15.362768+00:00,
2025080302902,2.64,T029D0C0,2025-11-30 13:22:38.778927+00:00,
2025080302904,6.44,T029D0C0,2025-11-30 11:30:37.440228+00:00,
2025080310107,73.04,T101D0C0,2025-11-30 21:16:22.212722+00:00,
2025080400302,46.24,T003D0C0,2025-11-30 16:41:10.875843+00:00,
